temperature,soil_moisture,ph,class
27.483570765056164,43.643604769659454,5.8215052695127785,1
24.308678494144075,43.19878837424219,6.1945005369463475,1
28.23844269050346,23.065352410549774,5.902618938954857,1
32.61514928204013,45.04864712447844,6.610418046946119,1
23.829233126383322,60.99243622732617,7.697178531461913,0
23.8293152152541,30.886518213848074,5.7289578428587955,1
32.896064077536955,65.72723976575888,7.500820497768414,0
28.837173645764544,57.316622316265075,5.718327927653112,1
22.65262807032524,38.98650017043443,5.652372787503116,1
27.712800217929825,47.87705543993229,7.318594618343213,0
22.682911535937688,73.9748271146155,7.421936378007617,0
22.671351232148716,61.00321720258799,7.351409936762654,1
26.20981135783017,50.131754823472214,5.184202591781859,1
15.43359877671101,46.434750245585235,6.034049021927949,1
16.375410837434835,51.14913605677489,7.3229885920033215,0
22.188562353795135,42.32354663086545,6.5415418405638945,1
19.93584439832788,18.42875741421478,5.426307153802536,0
26.571236662976368,80.63266865802096,6.9583179391254415,1
20.459879622393945,52.32987498799102,5.7851927410085295,1
17.938481493323543,55.972208976838054,8.294524848392212,0
32.32824384460777,49.13138375184637,8.044841462418258,1
23.871118497567323,38.97324798913118,7.104097426355567,0
25.33764102343962,47.21113278576844,7.861006704769774,1
17.87625906893272,26.009078567085332,6.564791350123381,0
22.278086377374088,84.15629747079956,7.265437494375016,0
25.55461294854933,31.48232002366406,7.977720295302075,0
19.245032112888488,34.52050574229231,6.745498681794313,1
26.87849009172836,43.396111934203994,6.244812828485716,1
21.996806550405974,69.32113587278566,4.795378041822884,0
23.541531251033618,50.217634988939814,6.416866474278506,1
21.991466938853016,31.457963059543065,7.323423184562311,0
34.26139092254469,68.81507541136008,7.44563342756763,1
24.93251387631033,60.96500940178222,7.00436506571841,1
19.711445355220498,58.076524358246786,5.958700905037761,0
29.112724560515943,60.736013617562605,4.5231784310524095,0
18.895781750144888,85.91542850873677,6.004784901995265,0
26.044317975023777,82.77642342554168,6.195655128946049,0
15.201649380601122,39.69926985495057,6.187071032809986,1
18.359069755507846,74.35827489216729,7.118556356977924,0
25.984306179345616,55.747522846383504,8.48567641101484,0
28.692332899977053,57.486437242066245,6.623529201841093,0
25.85684140594985,24.61593752535007,6.283268210843539,1
24.421758588058797,47.44421351917706,6.240778186995907,0
23.494481522053555,37.807646144951526,6.624384766907714,1
17.607390048162863,62.42088222339964,5.671706239651601,0
21.400778958026457,66.06620750604208,6.620198558746055,1
22.696806145201062,18.88270473475533,6.9508123363318,1
30.285611131094576,49.66947703993594,6.709686063574488,1
26.71809144784231,66.82792257191377,6.957541934004781,0
16.18479922318633,47.19981556529832,6.9337476093485355,1
26.620419846973974,60.93595467503547,4.728103317753556,1
23.074588597918417,55.26748201440626,7.1368701583954035,1
21.615389998470206,55.124903479289394,5.828985154337547,1
28.05838144420434,45.93027532897554,5.404160836996042,1
30.154997612479754,31.751287937964356,5.395548172145004,0
29.656400595580994,33.17704778862459,6.933541610472529,1
20.803912383886807,60.64028771682976,6.277425072775147,1
23.453938120743928,50.291873832783246,4.818031216014589,1
26.65631715701782,47.922316330891626,6.978037815192283,1
29.877725635611796,43.64164936516471,5.0603918692011725,0
22.60412881077355,45.42216731778872,6.639821358518211,1
24.071705116680914,65.7036769173221,6.7384989256730545,1
19.46832512996986,44.971338771979596,7.385577081695045,0
19.018966879596647,29.88402930047647,8.281684786466851,1
29.062629111970992,61.1547766331026,5.135323674099459,0
31.781200142854114,46.926850042029244,6.44752614393695,0
24.63994939209833,50.47093798299165,6.223664704955783,1
30.01766448946012,74.11367459599265,6.933749685960962,0
26.80818012523817,49.69159163974239,6.715668770933618,1
21.77440122697438,54.33775509678088,6.14745375726338,0
26.80697802754207,32.31614763052512,6.059097811389145,0
32.690182832329846,46.7049582147356,5.3835491448159525,1
24.820869804450243,59.14289067812902,7.487861582406509,0
32.82321827907003,26.669393992381366,6.959204181599529,0
11.901274479551278,53.01267639673564,7.417768197795137,0
29.10951252187612,51.5118660896721,6.1896038635244865,1
25.435235341190857,50.619311833811594,5.84316453130557,1
23.504963247670663,65.55738347987365,5.421684933370772,1
25.45880388267751,55.016577722727824,6.858917583740659,1
15.062155426995536,72.17107847534666,5.460206775471765,0
23.90164056081244,35.096157266089456,8.34866306896655,0
26.78556285755873,52.03886850827522,5.1923574189065596,1
32.38947022370758,51.26700179584921,6.773660119212502,1
22.40864890863176,33.9611825936738,8.066854707213786,0
20.95753198553406,64.34442503137019,7.099089759263809,1
22.491214782077318,84.87009958779227,6.675673712491779,0
29.57701058851037,49.744908882742536,5.531516353038104,0
26.643755548298422,57.5753163241065,5.118230811432296,1
22.351198981164806,51.267777137229906,7.2700501089175855,1
27.56633716556678,39.29622995139236,8.006147240774947,1
25.4853877467402,22.688595832969757,6.061150009521828,0
29.843224952664446,39.41339775356953,5.360938492383649,1
21.489734530613237,29.12062428572403,4.0418305694509815,0
23.361689267011158,75.56153117088677,5.519235156337462,1
23.039459234339212,48.27335459115141,6.38634315750096,0
17.682425259339407,44.81121006429244,8.099123240836734,0
26.48060138532288,63.33730737181709,7.173133692232969,1
26.305276360899448,33.17373345716168,6.805085404706753,0
25.025567283212304,38.49703942993172,6.099880338698869,0
23.827064333124266,51.02108403872931,5.916834282744044,1
17.92314628974793,65.43153487135221,7.905647597507963,0
22.896773386173205,57.52527567753182,6.7007385407583895,1
23.286427417366152,53.72487713773823,4.3973993080789775,0
20.988613653891903,51.17176602854025,5.826460352102757,1
24.193571441669953,56.00353783290163,5.641783968228373,1
27.020254284072692,53.02479357693882,5.953735990822535,1
34.43092950605265,34.550415878345966,7.062910660285085,1
25.872889064159196,50.69118832449727,6.392555118205751,1
26.28775195361382,33.89467011623371,6.423134592996338,1
24.627770421169163,51.216238143512356,7.813473161325237,1
15.406143923504793,42.79028087767638,5.8035389102133115,1
24.867430622753915,88.09072434174291,8.364199525887349,0
25.301151049705133,49.40158424372432,5.828692408628914,1
37.316210562426434,28.936406506076167,6.589198196612571,0
24.038195176094387,47.98729683984613,6.218796404597233,1
26.507736711668063,57.79038118456832,6.623419133500961,1
24.826441151473784,75.10045919228786,6.944591995073129,1
19.15660981190234,41.15821400091922,6.933835240088877,1
30.714114072575104,26.2635803896454,5.74688266937942,1
28.759665163433873,62.25255517146472,5.377085322552429,1
28.955159735215233,29.291019411505232,9.00317179090571,0
20.453062726026303,43.457668377387726,6.016015660399447,1
32.013971554680495,46.13569271733509,7.199212438671987,1
17.990744686038596,48.955498200498376,4.892358689476803,0
27.934285469001352,60.337466856115036,6.2203872800953235,1
35.952278129049894,39.74548576570419,6.372800616017557,0
20.04731837434656,45.89406121749859,6.972815069927832,1
22.16851135198614,49.78594470575917,3.777545859008061,0
25.498256825438204,52.24396936278182,6.666140613078331,1
22.482621729419005,51.46740762061884,5.350258544632107,0
17.246682844669337,56.5400866283387,6.8243457111949235,1
25.342814874030136,62.65759264462606,5.463670803161837,1
19.688481431369475,55.88951173476452,5.6445173040744185,1
27.36796215317591,56.80378285263828,6.226372389606732,0
20.402878828830985,26.266652498802834,5.447670530396804,1
32.7496720250877,50.753415487485206,6.024465553264645,1
21.083733538318814,57.19261322002413,5.306624231456684,0
23.38969241897162,60.93411791855675,4.666829548301273,0
29.067586086848348,39.61473838649309,7.5179570524293595,0
18.845678417830225,40.11441087667033,5.203951307176071,0
26.137299673020646,41.38848987074603,6.3213191123920165,1
31.53571377141214,58.04620849837015,7.252891081493785,0
16.96258382719386,65.50821582386313,5.885055897483957,0
25.92316929266152,43.88809839062598,5.674834100254462,1
26.299413971242117,63.619434704405734,6.726238088667421,1
